2026-09-02T01:25:32Z,200,628
2026-09-02T01:25:33Z,200,642
2026-09-02T01:25:34Z,200,630
2026-09-02T01:25:36Z,200,644
2026-09-02T01:25:37Z,200,639
2026-09-02T01:25:39Z,200,640
2026-09-02T01:25:40Z,200,616
2026-09-02T01:25:41Z,200,616
2026-09-02T01:25:42Z,200,616
2026-09-02T01:25:43Z,200,618
2026-09-02T01:25:44Z,200,627
2026-09-02T01:25:45Z,200,632
2026-09-02T01:25:47Z,200,627
2026-09-02T01:25:48Z,200,613
2026-09-02T01:25:49Z,200,628
2026-09-02T01:25:50Z,200,640
2026-09-02T01:25:51Z,200,619
2026-09-02T01:25:53Z,200,653
2026-09-02T01:25:54Z,200,626
2026-09-02T01:25:55Z,200,666
2026-09-02T01:25:56Z,200,635
2026-09-02T01:25:58Z,200,630
2026-09-02T01:25:59Z,200,631
2026-09-02T01:26:01Z,200,636
2026-09-02T01:26:02Z,200,631
2026-09-02T01:26:03Z,200,644
2026-09-02T01:26:05Z,200,633
2026-09-02T01:26:06Z,200,634
2026-09-02T01:26:07Z,200,614
2026-09-02T01:26:08Z,200,624
2026-09-02T01:26:10Z,200,633
2026-09-02T01:26:11Z,200,628
2026-09-02T01:26:12Z,200,647
2026-09-02T01:26:14Z,200,615
2026-09-02T01:26:15Z,200,623
2026-09-02T01:26:17Z,200,646
2026-09-02T01:26:18Z,200,632
2026-09-02T01:26:19Z,200,627
2026-09-02T01:26:21Z,200,621
2026-09-02T01:26:22Z,200,629
2026-09-02T01:26:23Z,200,673
2026-09-02T01:26:24Z,200,628
2026-09-02T01:26:26Z,200,620
2026-09-02T01:26:27Z,200,616
2026-09-02T01:26:28Z,200,626
2026-09-02T01:26:30Z,200,630
2026-09-02T01:26:32Z,200,632
2026-09-02T01:26:33Z,200,665
2026-09-02T01:26:34Z,200,631
2026-09-02T01:26:36Z,200,627
2026-09-02T01:26:37Z,200,639
2026-09-02T01:26:38Z,200,631
2026-09-02T01:26:39Z,200,630
2026-09-02T01:26:40Z,200,626
2026-09-02T01:26:41Z,200,626
2026-09-02T01:26:43Z,200,1590
2026-09-02T01:26:44Z,200,631
2026-09-02T01:26:46Z,200,625
2026-09-02T01:26:47Z,200,633
2026-09-02T01:26:48Z,200,664
2026-09-02T01:26:50Z,200,624
2026-09-02T01:26:50Z,200,617
2026-09-02T01:26:53Z,200,1514
2026-09-02T01:26:54Z,200,631
2026-09-02T01:26:55Z,200,634
2026-09-02T01:26:56Z,200,635
2026-09-02T01:26:57Z,200,627
2026-09-02T01:26:59Z,200,629
2026-09-02T01:27:01Z,200,634
2026-09-02T01:27:02Z,200,625
2026-09-02T01:27:03Z,200,678
2026-09-02T01:27:04Z,200,662
2026-09-02T01:27:05Z,200,673
2026-09-02T01:27:07Z,200,625
2026-09-02T01:27:08Z,200,660
2026-09-02T01:27:11Z,200,1513
2026-09-02T01:27:12Z,200,626
2026-09-02T01:27:14Z,200,625
2026-09-02T01:27:15Z,200,1220
2026-09-02T01:27:17Z,200,627
